	Прижимая к уху телефонную трубку, я лежал на кровати в номере и разглядывал потолок.
	Мне чудилось, будто я лежу, свернувшись калачиком, на дне моря и одну за другой считаю тени проплывающих надо мною рыб.
나는 호텔의 침대에 벌렁 누워서 수화기를 든 채 천장을 바라보았다.	При этом понятия не имею, до скольки досчитать, чтобы все-таки остановиться.
	- Пять лет назад, когда он исчез куда-то, мне было двадцать семь, - несмотря на мягкий голос, эти ее слова прозвучали глухо, как из колодца.
바다 밑바닥에 드러누워서 물 고기의 그림자를 세고 있는 듯한 느낌이었다.	- Слишком многое меняется за пять лет...
도대체 몇 마리까지 세어야 다 세는 건지 짐작도 할 수 없었다.	- Это точно, - поддакнул я.
	- Даже если на самом деле ничего не меняется, все равно - нельзя позволять себе так думать.
그이가 사라져 버린 건 5년 전으로, 그때 전 스물일곱 살이었어요.'	Позволишь себе так думать - и уже никогда не сдвинешься с места...
아주 온화한 목소리였지만, 마치 우물 속에서 울려 퍼지는 것처럼 들렸다.	Хотя бы поэтому я стараюсь считать себя совершенно другим человеком.
5년이나 지나면 모든 일들은 완전히 변해 버리게 마련이죠.'	- Мне кажется, я вас понимаю, - сказал я.
그렇겠죠' 라고 나는 수긍했다.	Мы помолчали.
사실 아무것도 변하지 않았다 하더라도 그렇게 생각할 수는 없어요.	На этот раз первой заговорила она: - И когда вы с ним виделись в последний раз?
그렇게 생각하고 싶지 않은 거겠지요.	- Пять лет назад.
그렇게 생각해 버리면, 이미 아무데도 갈 수가 없지요.	Как раз перед тем, как он исчез.
그래서 나는 완전히 변해 버렸다고 생각하기로 했어요.'	- Он что-нибудь сообщал вам?
이해할 수 있을 것 같습니다.' 라고 나는 대꾸했다.	Почему уезжает и все такое?
우리는 그대로 잠시 입을 다물고 있었다.	- Нет, - сказал я.
그리고 나서 그녀 쪽에서 먼저 입 을 열었다. '마지막으로 그를 만난 게 언제지요?' '5년 전 봄, 그가 자취를 감추기 얼마 전이에요.'	- То есть, я тогда правильно поняла, что он исчез, никому не сказав ни слова?
그는 떠나기 전에 당신한테 무슨 말을 했나요?	- Совершенно правильно.
즉 떠나는 이유라든가······.'	- Ну, а что вы подумали?
아뇨' 라고 나는 말했다. '말없이 사라져 버린 거군요?'	- В смысле - когда он исчез?
그런 셈이지요.'	- Ну да.
그때, 기분이 어떠셨나요?' '말없이 사라져 버렸을 때 말입니까?' '그래요.'	Я приподнялся на кровати и оперся спиной о стену.
나는 침대에서 일어나 벽에 기댔다.	- Что подумал...
글쎄요. 아마 반년쯤이면 싫증이 나서 돌아오려니 생각했지요.	Ну, пошатается с полгода, да и вернется назад.
무슨 일을 오래 계속하는 타입이라고는 생각하지 않았으니까요.'	Он же из тех, у кого ничего не бывает надолго.
그런데 돌아오지 않았다 이거군요.'	- Но он не вернулся...
그렇지요.'	
그녀는 전화 저편에서 한동안 망설였다.	- Да, не вернулся.
	На другом конце провода явно боролись с собой: в очередной долгой паузе я различал ухом тихое прерывистое дыхание.
귓전에서 그녀의 조용한 숨결이 계 속됐다. '지금 어디에 묵고 계시지요?'	- Где вы остановились? - спросила она, наконец.
라고 그녀가 물었다. '호텔입니다.'	- В отеле '...........' .
내일 다섯 시에 호텔의 커피 하우스로 가겠어요.	- Завтра в пять я буду в кофейном зале отеля.
8층 말이에요. 괜찮겠죠?'	Там, на восьмом этаже.
알았습니다.'	Подходит?
라고 나는 말했다.	- Прекрасно, - сказал я.
저는 흰 스포츠 셔츠에 초록색 면바지를 입겠습니다.	- Я буду в белой футболке, зеленых шерстяных брюках.
머리는 짧고······.'	Стрижка короткая...
그녀는 조용하고 침착한 말투로 '짐작이 가니까 됐어요' 하며 내 말을 가로막았다.	- Ничего, я как-нибудь догадаюсь, - тихо, но с явным нажимом перебила она.
그리고 전화를 끊었다.	И повесила трубку.
나는 수화기를 내려놓고 나서 짐작이 간다는 것이 대체 무슨 뜻인지 생각해 보았다. 알 수 없었다.	Я тоже положил трубку - и попытался сообразить, что же, черт побери, может означать это 'как-нибудь догадаюсь'.
나는 알 수 없는 일이 무수히 많다.	Но так и не понял.
나이를 먹는다고 해서 반드시 현명해지는 건 아닌가보다 어떤 러시아 작가가 '성격은 조금씩 변하지만 평범함이라는 것은 영원히 변하지 않는다' 라고 한 적이 있다.	Что-то я стал слишком многого не понимать. Зря говорят, что с годами становишься мудрее.
	Как заметил какой-то русский писатель, это только характер может меняться с возрастом; ограниченность же человека не меняется до самой смерти...
러시아인은 가끔 아주 재치 있는 말을 한다.	Иногда эти русские говорят очень дельные вещи.
겨울 동안 에 생각하는 걸지도 모른다.	Не оттого ли, что зимой вообще лучше думается?
	Я забрался под душ, вымыл голову после дождя, вылез, обмотав полотенцем бедра, сел на кровать и включил телевизор.
나는 샤워를 하며 비에 젖은 머리를 감고 나서 수건을 허리에 두른 채 잠수함 에서 일어나는 사건을 다룬 오래된 미국 영화를 텔레비전으로 보았다.	Шел какой-то американский фильм про войну и старую подводную лодку.
	Капитан и первый помощник грызлись как кошка с собакой, сама лодка напоминала ржавую кастрюлю, а в довершение ко всему этот жалкий сюжетик разразился еще и всеобщей панической клаустрофобией; - но, тем не менее, проблемы странным образом улаживались одна за другой, и в финале все у всех было в порядке.
함장과 부함장이 으르렁거리고 있는 데다가 잠수함은 너무 낡았고, 누군가는 폐소 공포 증에까지 걸렸다는 참담한 줄거리였지만, 결국에는 모든 일이 잘되었다.	После таких вот фильмов может запросто показаться, что раз у всех все в порядке, то и война - не такая уж страшная штука.
이렇게 마지막에 모든 일이 잘되는 것이라면 전쟁도 그다지 나쁘지는 않을 듯싶은 느낌 의 영화였다.	Не удивлюсь, если скоро начнут делать фильмы, в которых ядерная война испепеляет род человеческий - но в финале У ВСЕХ ВСЕ В ПОРЯДКЕ...
이러다가는 핵 전쟁으로 인류는 멸망했지만 결국에는 모든 일이 잘되었다는 내용의 영화가 만들어질지도 모른다.	Я выключил телевизор, нырнул в постель - и уже через десять секунд спал мертвым сном.
나는 텔레비전 스위치를 끄고 잠자리에 든 지 10초만에 잠들었다. 가랑비는 이튿날 다섯 시가 되어도 그치지 않았다.	К пяти часам следующего дня мелкий дождь по-прежнему висел в мокром воздухе.
네댓새 동안 활짝 갠 초 여름 날씨가 계속되어 이제는 장마가 끝났나 보다고 생각하던 참에 내린 비였 다.	Тот самый дождь, что случается, когда после первых ясных денечков лета думаешь, что сезон дождей уже миновал.
8층 창에서 내려다보니 땅바닥의 구석구석까지 검게 젖어 있었다.	Из окна восьмого этажа я разглядывал землю внизу - черную, вымокшую от влаги.
고가(高架)로 된 고속 도로에서는 서쪽에서 동쪽으로 향하는 차가 몇 킬로미 터나 밀려 있었다. 물끄러미 바라보고 있자니, 그것들은 빗속에서 조금씩 용해 되고 있었다.	По надземной магистрали на несколько километров с запада на восток растянулась вереница увязших в заторе автомобилей.
항구의 제방이 용해되고, 크레인과 늘어선 빌딩이 용해되고, 검은 우산 아래에서 사람들이 용해되어 갔다. 산의 녹음도 용해되면서 소리 없이 기 슭으로 퍼져 갔다.	Я вгляделся чуть пристальнее - и мне показалось, будто те медленно тают, растворяясь в дожде.
그러나 몇 초 동안 눈을 감았다가 다시 떴을 때, 거리는 다시 원래대로 되돌 아와 있었다.	И в самом деле - таять начал весь Город.
여섯 대의 크레인은 비 내리는 하늘을 향해 치솟아 있고, 차량 행 렬은 생각난 듯이 가끔 동쪽으로 흐르며, 우산을 쓴 무리들은 보도를 가로지르 고 있고, 산의 녹음은 만족스러운 듯이 6월의 비를 듬뿍 빨아들이고 있었다.	Таял бетонный волнолом в порту, таяли стрелы кранов, таял частокол небоскребов, под черными зонтами таяли на улицах люди.
넓은 라운지 한복판의 한 단 낮게 된 곳에 바다색으로 칠해진 그랜드 피아노 가 놓여 있다.	Таяла зелень на склонах гор, беззвучно стекая к подножью...
화사한 핑크빛 원피스를 입은 여자가 아르페지오와 싱커페이션 으로 가득 찬 호텔 커피 라운지에 어울릴 만한 전형적인 곡을 연주하고 있었다.	Зажмурившись на пару секунд, я снова открыл глаза - и Город вернулся в свое прежнее состояние.
	Вновь устремились в небо шесть кранов в порту; по шоссе как и прежде, короткими рывками в заторе, поползли на восток машины; толпа пешеходов под зонтиками потекла туда-сюда через улицу; пышная зелень в горах снова жадно вбирала в себя воду июньских дождей.
나쁘지 않은 연주였지만, 곡의 마지막 한 음이 공중으로 빨려 들어가 버리자 뒤 에는 아무것도 남지 않았다.	В просторном зале, на сцене чуть ниже уровня пола, стоял роскошный рояль цвета морской лазури.
	Девица в сплошном кричаще-розовом платье исполняла на нем стандартный набор мелодий 'а-ля чашечка кофе в зале большого отеля', хороня популярные мотивчики в мудреных синкопах и зубодробительных арпеджио.
다섯 시가 지났는데도 그녀가 나타나지 않아서 나는 하는 일도 없이 두 잔째 커피를 마시면서, 피아노를 치고 있는 여자를 멍하니 바라보고 있었다.	Играла она неплохо; но заканчивалась мелодия, последний звук растворялся в воздухе - и абсолютно ничего не оставалось.
	Был уже шестой час, но та, кого я ждал, все не появлялась; я прихлебывал уже второй кофе и от нечего делать разглядывал пианистку.
그녀는 스무 살 안팎으로 보였는데, 어깨가지 내려온 풍성한 머리카락은 케이크에 얹은 휘핑 크림처럼 단정하게 세팅되어 있었다.	На вид ей было лет двадцать; пышная копна волос - как каплища шоколада на бисквитном печенье.
머리는 리듬에 맞춰서 기분 좋게 좌 우로 흔들렸고, 곡이 끝나면 다시 가운데로 되돌아왔다. 그리고 다음 곡이 시작 되었다.	Волосы расплескивались влево-вправо в такт музыке, и как только мелодия заканчивалась, укладывались обратно в копну.
그녀의 모습은 내가 옛날에 알던 한 여자아이를 생각나게 했다.	И начиналась новая мелодия.
내가 국민 학교 3학년 때 피아노를 배우던 시절의 이야기다.	Глядя на нее, я вспомнил одну знакомую девчонку.
나와 그녀는 나이도 피아노 수준도 엇비슷했으므로 몇 번인가 함께 연주한 적 이 있었다.	В последний год школы я учился играть на пианино.
	Мы совпадали с ней и по году обучения, и по специальности, и нас частенько усаживали играть вместе в четыре руки.
그녀의 이름도 얼굴도 이제는 완전히 잊어버렸다.	Ни лица, ни имени той девчонки я совершенно не помнил.
	В памяти остались лишь тонкие белые пальцы, красивые волосы и чуть колыхавшееся при игре сплошное легкое платье.
내가 그녀에 대 해 기억하고 있는 것이라면, 가늘고 흰 손가락과 예쁜 머리와 나풀거리던 원피 스뿐이다.	Больше, как ни старался, я ничего припомнить не мог.
그 이외에는 아무것도 생각나지 않는다. 그런 생각을 하니 왠지 이상한 느낌이 들었다.	Поймав себя на этом, я почувствовал странную вещь.
내가 그녀의 손가락과 머리와 원피스를 따로 떼어 내어 버려, 그 나머지만이 지금도 어딘가에서 계속 살아가 고 있는 것은 아닐까 하는 생각이 들었다.	Как будто я сам вырезал из жизни для собственных воспоминаний ее пальцы, волосы, платье, - а все остальное, оставшись нетронутым, и сегодня живет неизвестно где...
그러나 물론 그런 일은 없다.	Да нет, конечно же, что за бред.
세계는 나와는 관계없이 계속 움직이고 있다.	Этот мир всегда вертелся без моего участия.
	Без малейшего отношения ко мне люди ходят по улицам, затачивают карандаши, едут с востока на запад со скоростью пятьдесят метров в минуту и заполняют рафинированно-безликой музыкой воздух в кофейных залах больших отелей. 'Мир'...
사람들은 나와는 관계없이 길 을 건너고, 연필을 깎고, 서쪽에서 동쪽을 향해서 1분에 50미터 나아가는 속도로 이동하고, 갈고 닦은 제로의 음악을 커피 라운지에 흩뿌리고 있는 것이다.	Сразу представляется толпа слонов с черепахами, что, натужно кряхтя, подпирают спинами здоровеннейший земной диск.
세계-이 말은 언제나 나에게 코끼리와 거북이가 필사적으로 떠받치고 있는 거 대한 원반을 생각나게 했다. 코끼리는 거북이의 역할을 이해하지 못하고, 거북 이는 코끼리의 역할을 이해하지 못한다.	При этом слоны не знают, для чего черепахи, черепахи не разумеют, зачем слоны, - и ни те, ни другие понятия не имеют, зачем, вообще говоря, нужен мир.
뿐만 아니라 그 어느 쪽도 세계라는 것을 이해하지 못하고 있는 것이다.	- Извините, что так поздно! - раздался у меня за спиной ее голос.
늦어서 죄송합니다.' 내 뒤에서 여자의 목소리가 들렸다.	- Задержали на работе, никак не могла уйти.
일이 늦어져서, 도저히 빠져 나올 수가 없었어요.'	- Ничего страшного!
괜찮습니다. 어차피 저는 오늘은 하루 종일 할 일이 없었으니까요.'	Я сегодня весь день абсолютно свободен...
그녀는 테이블 위에 우산 꽂이의 열쇠를 내려놓은 다음 메뉴를 보지도 않고 오렌지 주스를 주문했다.	Она бросила на стол ключ от стойки для зонта и, не глядя в меню, заказала себе апельсиновый сок.
그녀의 나이를 한눈에 알 수는 없었다.	Возраст ее невозможно было определить на глаз.
만약에 전화로 나이를 듣지 않았다면, 아마 영원히 알 수 없었을 것이다.	Не сообщи она мне его по телефону - наверное, я так никогда и не понял бы, сколько ей лет.
그러나 그녀가 서른 셋이라고 한다면 그녀는 서른 셋이고, 그렇게 생각하면 확실히 서른 셋으로 보였다.	Но поскольку она с самого начала сказала, что ей тридцать три, то ей, надо полагать, и было тридцать три - и именно на тридцать три она теперь выглядела.
만약에 그녀가 스물 일곱이라고 했다면 그녀는 스 물 일곱으로 보였을 것이 틀림없다.	Хотя я уверен: скажи она, что ей двадцать семь - и выглядела бы она на двадцать семь, ни больше ни меньше.
그녀의 옷 입는 취향은 산뜻해서 호감이 갔다.	На одежду ее, неброскую, но со вкусом, было приятно смотреть.
	Свободного покроя белые хлопчатые брюки, оранжевая, в желтую клетку, рубашка - рукава закатаны до локтей; кожаная сумочка через плечо.
헐렁한 흰 면바지에 오렌지색 과 노랑색이 들어간 체크 무늬 셔츠에 소매를 팔꿈치까지 걷고, 가죽 숄더백을 어깨에 매고 있었다.	Ни одна из вещей не была новой, но смотрелось все очень опрятно.
모두 새것은 아니었지만, 잘 손질되어 있었다.	Ни колец, ни бус, ни браслета, ни серег.
반지도 목 걸이도 팔찌도 귀고리도 아무것도 없다. 짧은 앞머리를 자연스럽게 옆으로 넘 기고 있었다.	Короткий чубчик наивно-кокетливо зачесан набок.
	Чуть заметные морщинки у глаз не сообщали возраста их хозяйки, а как бы заявляли о том, что были на этом лице с рождения.
	Разве только ключицы, белевшие из-под расстегнутого на две пуговицы воротничка, да запястья недвижных рук на краю стола едва заметно выказывали не первую молодость этой женщины.
눈가의 작은 주금은 나이 탓이라기보다는 태어날 때부터 거기에 있었던 것처 럼 보인다.	С мелких, поистине микроскопических изменений начинает стареть человек.
단추를 두 개 끄른 셔츠의 깃 사이로 엿보이는 가늘고 흰 목덜미와 테이블에 올려놓은 손등만이 미묘하게 그녀의 나이를 암시하고 있었다.	Чем дальше, тем больше появляется таких вот слабо уловимых, но уже нестираемых мелочей - пока, наконец, не опутают они, точно паутина, все тело.
작은, 정말로 작은 데서부터 사람은 나이를 먹어 간다.	- Чем занимаетесь?
그리고 지울 수 없는 얼룩처 럼, 그것은 조금씩 온몸을 뒤덮어 간다.	Работаете где-нибудь? - спросил я наугад.
일이라면, 무슨 일인데요?'	- В конструкторском бюро.
라고 나는 물어 보았다.	Уже много лет.
설계 사무소예요. 벌써 꽤 오래됐어요.' 이야기는 더 이상 이어지지 않았다. 나는 담배를 천천히 꺼낸 다음 천천히 불을 붙였다.	Разговор не клеился. Я не спеша достал сигарету, не спеша закурил.
여자가 피아노 뚜껑을 덮고 일어나더니 쉬기 위해서인지 어디론 가 나갔다. 나는 아주 조금 그녀가 부러웠다.	Пианистка закрыла крышку рояля, встала и удалилась куда-то на перерыв.
	Легкая зависть - буквально совсем чуть-чуть - промелькнула в глазах моей собеседницы.
언제부터 그와 친구가 되셨죠?' 라고 그녀가 물었다.	- И долго вы с ним знакомы? - спросила она.
벌써 11년이 되는군요.	- Уже одиннадцать лет.
당신은?'	А вы?
	- Два месяца десять дней, - не раздумывая, ответила она.
두 달과 열흘' 이라고 그녀는 금방 대답했다.	- С нашего знакомства - и до того, как он исчез.
그를 처음 만났을 때부터 사라질 때까지예요.	Два месяца и еще десять дней.
두 달 열흘. 일기를 쓰고 있 어서 기억해요.'	Я дневник веду, поэтому помню точно.
	Ей принесли апельсиновый сок, у меня забрали пустую кофейную чашку.
오렌지 주스가 나오고 나의 빈 커피 잔이 치워졌다.	- После того, как он исчез, я три месяца ждала.
그 사람이 사라지고 나서 세 달 동안 기다렸어요.	Декабрь, январь, февраль...
12월, 1월, 2월.	Самое холодное время.
제일 추 울 때지요. 그 해 겨울은 추웠지요?'	Зима тогда выдалась жутко холодная, правда?
나는 '생각이 안 나는데요' 라고 대답했다.	- Н-не помню, - растерялся я.
그녀가 이야기하면 5년 전 겨울의 추위가 어제의 날씨처럼 들렸다.	Холода пятилетней давности она обсуждала, словно вчерашний дождь.
댁은 그런 식으로 여자를 기다린 적 있으세요?'	- А вы вот так же когда-нибудь ждали женщину?
아니요' 라고 나는 대답했다.	- Нет, - ответил я.
어떤 한정된 시간에 기다리는 일에만 집중하면, 이제 나머지 일은 아무래도 상관없게 되고 말지요.	- Если изо всех сил ждать, а в срок не дождаться - тогда делается все равно.
그것이 5년이든 10년이든 한 달이든 마찬가지죠.'	Неважно, какой был срок - десять лет, пять лет или один месяц.
나는 수긍했다.	Я кивнул.
그녀는 오렌지 주스를 반쯤 마셨다.	Ее стакан с соком опустел уже наполовину.
처음에 결혼했을 때도 그랬어요.	- И когда в первый раз вышла замуж, так и случилось.
저는 언제나 기다리는 쪽이었고, 기다리다 지쳐서 결국엔 아무래도 상관없다는 식으로 되고 말았지요.	Все ждала, ждала, как положено, а потом устала ждать - и сделалось все равно.
스물한 살에 결혼 하고 스물 둘에 이혼하고는 이곳으로 왔어요.'	В двадцать один замуж выскочила, в двадцать два - развелась.
제 아내와 같군요.'	А потом переехала в этот город...
	- Вот и у моей жены то же самое, - сказал я.
뭐가요?'	- Что?
제 아내도 스물 하나에 결혼해서, 스물 둘에 이혼했거든요.'	- В двадцать один замуж вышла, а в двадцать два - развелась.
	Она окинула меня долгим, пристальным взглядом - и нервно забрякала длинной палочкой в стакане, размешивая апельсиновый сок.
그녀는 잠깐 내 얼굴을 바라보았다. 그리고 빨대로 오렌지 주스를 빙빙 저었 다.	Я, кажется, сболтнул что-то лишнее.
나는 쓸데없는 말을 해버린 것 같은 느낌이 들었다. '젊었을 때 결혼해서 바로 이혼하는 건 생가보다 견디기 어려운 일이죠.	- Очень тяжело, когда в молодости переживешь и замужество, и развод, - продолжала она.
	- Если коротко - дальше уже начинаешь хотеть чего-то одномерного, чего-то совершенно ирреального - понимаете?
간단 히 말하자면 아주 평면적이고 비현실적인 것을 찾게 되는 거죠. 하지만 비현실 적인 것이란 그리 오래 가진 않지요.	Но ведь ирреальной жизнью нельзя прожить слишком долго, не правда ли?
그렇지 않을까요' 하고 그녀가 말했다.	- Да...
그럴지도 모르겠군요.'	Наверное.
이혼하고 나서 그를 만나기까지의 5년간, 저는 이 거리에서 외톨이로, 음, 비 교적 비현실적으로 지냈어요.	- После развода, пока с ним не встретилась, я пять лет прожила в этом городе.
	Такой вот ирреальной жизнью. Ни знакомых почти никаких, ни желания куда-то сходить, ни любовника; утром проснешься - идешь на работу, чертишь свои чертежи, по дороге домой в супермаркете купишь чего-то, сама приготовишь, сама и съешь.
아는 사람도 거의 없고, 별로 밖에 나가고 싶지도 않고, 애인도 없고, 아침에 일어나 회사에 나가서 도면을 그리고, 돌아오는 길에 슈퍼마켓에 들려서 장을 보고, 집에서 혼자 식사를 하는 거예요.	Радио включено постоянно, книжка какая-нибудь; дневник про саму себя кропаешь - а в ванне чулки замочены.
FM 방송을 틀 어 둔 채 책을 일고, 일기를 쓰고, 욕실에서 스타킹을 빤답니다. 아파트가 바닷 가 근처에 있어서 언제나 파도 소리가 들리지요.	Да еще квартирка в доме у моря, так что в ушах постоянно волны шумят...
아주 단조롭고 쓸쓸한 생활이 에요.'	Зябкая жизнь!
그녀는 오렌지 주스를 마저 마셨다.	- Она допила свой сок.
시시한 이야기를 하고 있는 것 같군요.'	- Я, наверное, пустое болтаю, да?
나는 말없이 고개를 저었다.	Я молча покачал головой.
	Шел седьмой час - 'время кофе' закончилось, наступило 'время коктейлей'.
여섯 시가 지나자 라운지는 칵테일 아워로 바뀌어 천장의 조명이 어두워졌다.	Лампы под потолком пригасили, и зал погрузился в полумрак.
거리에는 불이 켜지기 시작했다. 크레인 끝에도 빨간 등이 켜졌다.	Город в окне зажигал огни. Заалели фонари и на кранах в порту.
가느다란 바늘 같은비가 어스레한 어둠을 뚫고 계속 내리고 있었다.	В тусклых вечерних сумерках поблескивал мелкими иголками дождь.
나는 '술이라도 마시겠어요?' 라고 물어 보았다.	- Не хотите чего-нибудь покрепче?
보드카에 그레이프 프루트를 탄 것을 뭐라고 하더라······.' '솔티 독.'	- А как это называется, если водку с грейпфрутовым соком смешать? - 'Солти Дог'...
나는 웨이터를 불러서 솔티 독과 커피 삭의 온더록스(역주:얼음 위에 위스키 등을 부은 것)를 주문했다.	Подозвав официанта, я заказал для нее 'Солти Дог' и для себя - 'Катти Сарк' со льдом.
어디까지 이야기했죠?'	- На чем я остановилась?
단조롭고 쓸쓸한 생활까지 얘기했습니다.'	- Вы сказали - 'зябкая жизнь'...
	- Да нет, если честно - сама-то жизнь не такая и зябкая, - поправилась она.
하지만 사실을 말하면, 그렇게 쓸쓸하기만 했던 것도 아니었어요.	- Вот только когда волны шумят - тогда действительно зябко.
	Въезжала в квартиру - управдом говорил: 'ничего, мол, быстро привыкнете'...
다만 파도 소리만은, 약간 쓸쓸했어요.	Да вот не привыкла.
아파트에 입주할 때 관리인은 곧 익숙 해질 거라고 했지만, 그렇지도 않았지요.' 그녀가 말했다. '이제 바다는 없지 않습니까?'	- Ну, теперь-то моря больше нет. Она тихонько усмехнулась.
그녀가 따스한 미소를 짓자 눈가의 주름이 약간 움직였다.	Морщинки в уголках ее глаз задрожали едва заметно.
그래요. 그 말은 맞아요.	- Ну, конечно.
이제 바다는 없지요.	Ну, разумеется.
하지만 지금도 가끔 파도 소 리가 들리는 것 같아요.	Моря больше нет' - какая наблюдательность!
아마 오랫동안 귀에 깊이 새겨졌기 때문일 거예요.'	А мне и сейчас то и дело слышится, будто волны шумят.
그리고 거기에 쥐가 나타난 거로군요?'	Вот как можно сжечь свои уши за долгое время...
그래요. 하지만 저는 그렇게 부르지 않았어요.'	- И потом вы познакомились с Крысой?
뭐라고 불렀나요?'	- Да.
이름을 불렀지요.	Только я его так не называла.
누구나 그렇게 하는 거 아니에요?'	- А как вы его называли?
그러고 보니 그 말이 맞다.	- По имени, как же еще!
쥐'라는 것은 별명치고도 너무 유치하다.	Как и все вокруг, разве нет?
나는 '글쎄요' 라고 대꾸했다. 마실 것이 나왔다.	А и действительно, подумал я вдруг.
그녀는 솔티 독을 한 모금 마시고 나서 입술에 묻은 식염 을 종이 냅킨으로 닦았다.	Слово 'Крыса' даже как прозвище звучало слишком по-детски.
종이 냅킨에는 립스틱이 약간 묻어 났다.	- Да, конечно, - сказал я.
립스틱이 묻은 종이 냅킨을 그녀는 두 손가락으로 솜씨 좋게 접었다.	Нам принесли напитки.
	Она пригубила свой 'Солти Дог' - и салфеткой стерла приставшие к уголкам рта кристаллики соли.
	Салфетку со слабым отпечатком помады она искусно, двумя пальцами перегнула пополам и положила рядом на стол.
그는 뭐랄까······상당히 비현실적이었어요.	- Для меня он был - как бы лучше сказать... достаточно ирреальный.
무슨 뜻인지 아시겠지요?'	Вы меня понимаете?
알 것 같습니다.'	- Кажется, понимаю..
	- Я подумала, что мне как раз и нужна его ирреальность - для того, чтобы разрушить свою.
	С первой же встречи с ним сразу так и подумала.
내 비현실성을 깨기 위해서, 그 사람의 비현실성이 필요하겠다고 생각했어요.	Может быть, потому он мне и понравился...
처음 만났을 때 말이에요. 그래서 좋아하게 되었지요.	А может, и наоборот - сначала он мне понравился, а потом я так для себя решила.
아니면 좋아하게 되고 난 후에 그렇게 생각했는지도 모르고요.	Что так, что эдак - результат все равно одинаковый.
	Пианистка вернулась со своего перерыва, села за рояль и заиграла мелодии старого кино.
	Это звучало странно - как если бы к какой-нибудь сцене фильма по ошибке подобрали не тот музыкальный фон.
어차피 마찬가지지만요.'	- Вот мне и кажется иногда...
휴식 시간이 끝났는지 여자가 돌아와서 오래된 영화 음악을 치기 시작했다.	Может, я таким образом просто его использовала.
잘못된 장면을 위한 잘못된 배경 음악처럼 들렸다.	Может быть, он самого начала чувствовал это - потому и...
가끔 이런 생각을 해요.	Вы так не думаете?
결과적으로 나는 그 사람을 이용한게 아닌가 하는 생각 말이에요.	- Откуда я знаю, - пожал я плечами.
그리고 그는 그것을 처음부터 줄곧 눈치채고 있었던 것 같아요.	- Это уже чисто ваши с ним отношения.
그렇게 생각하지 않으세요?'	Она ничего не сказала.
모르겠는데요, 그건 댁과 그와의 사이에서 일어난 문제니까요' 라고 나는 대답했다.	Молчание длилось секунд двадцать, прежде чем я сообразил, что ее монолог окончен.
