	Сяо Чжао и его поступки можно было сравнить с контрамарками: они приносили весьма ощутимую пользу, но ничего не стоили.
	Глаза, уши, рот могли быть расположены у Сяо Чжао как угодно, потому что он пользовался ими не как все, а по-особому.
瞧一眼去便是瞧人家的脸，脖子，手，脚，与一切可以被生人看见的地方。	Глаза походили на две жареные фасолины.
他作梦的时候，女子全是裸体的。	А какая у него была мимика!
经赵科员看了一眼之后，衙门中便添上多少多少新而有趣的谈话资料。	Когда он смеялся, казалось, что подбородок касается лба.
赵科员等着老李接家眷已经等得不耐烦了。	Он считал себя красавцем, и из вежливости никто не решался это опровергнуть.
平日他评论妇女的时候，老李永不像别人那样痛痛快快的笑，那就是说不能尽量欣赏，所以他一心的盼望瞧老李一手儿。	Сяо Чжао постоянно кого-нибудь высмеивал и был уверен, что у него к этому талант.
赵科员的长像与举动，和白听戏的红票差不多，有实际上的用处，而没有分毫的价值。	При Лао Ване он высмеивал Лао Ли, при Лао Ли - Лао Вана, при Лао Ване и Лао Ли - Лао Суня.
	Когда же не было объекта, он высмеивал кого-нибудь несуществующего - ведь такой наверняка мог быть.
因此，耳目口鼻都没有一定地位的必要，事实上说话的时节五官也确随便挪动位置。	Лао Ли поехал за женой! - сообщил он и скорчил такую мину, будто обжегся супом.
眼珠像俩炒豆似的，满脸上蹦。	В самом деле? - Все насторожились.
笑的时候，小尖下巴能和脑门挨上。	Ну да! Взял отпуск на пять дней, на целых пять дней…
他自己觉得他很漂亮，这个自然是旁人不便干涉的。	На пять дней? Это при его-то добросовестности!
他的言语很能叫别人开心，他以为这是点天才。	Ведь он не позволял себе даже опозданий.
当着老王，他拿老李开心；当着老李，他拿老王开心；当着老王老李，拿老孙开心；实在没法子的时候，利用想象，拿莫须有先生开心。	Вот именно! Подождите, теперь уже недолго! - Сяо Чжао сгорал от нетерпения.
“老李接‘人儿’去了！”	Даже волосы на макушке шевелились.
赵科员的眼睛挤得像一口热汤烫了嗓子那样。 “是吗？”	Смотри, Сяо Чжао, несдобровать тебе, если пойдешь без нас к Лао Ли! - сказал Цю.
大家的耳朵全竖起来。 “是吗！	Оставил бы ты Лао Ли в покое.
请了五天假，五天——”	Ну что привязался?
	Он такой порядочный человек! - с упреком произнес господин У.
	Господин У сидел выпрямившись, в огромных руках держал кисть и выводил ею огромные иероглифы, лицо - красное, в душе - только справедливость.
“五天？ 平日他连迟到早退都没有过！”	Он кичился своей честностью и прямотой.
	Он и в самом деле был честным, настолько честным, что даже бесчестные свои поступки считал честными.
“可就是呀！ 等瞧一眼吧！”	Сяо Чжао приходился ему родственником.
	Господин У был обязан ему своим положением, но, как человек честный, не мог с этим считаться.
	Как-то У хотел взять себе наложницу, но, благодаря стараниям Сяо Чжао, это дошло до госпожи У, и госпожа У чуть не откусила мужу ухо.
	С тех пор господин У проникся еще большей неприязнью к Сяо Чжао, который, кстати, побаивался господина У, и не столько его самого, сколько его увесистых кулаков.
	Вот почему сейчас Сяо Чжао замолчал, прикидывая в уме, как дождется приезда Лао Ли, как проследит, где он живет, а потом подговорит сослуживцев, без господина У, конечно, - Сяо Чжао бросил на него злой взгляд, - отправиться к Лао Ли.
	Господин Цю, человек, в общем, неплохой, постоянно скучал и потому с особым энтузиазмом отнесся к сообщению Сяо Чжао.
赵科员心里痒了一下，头发根全直刺闹的慌。	Он подошел к нему и тихонько сказал:
“小赵，你这回要是不同我们一块儿去，留神你的皮，不剥了你的！”	Купим два фунта чаю и пойдем посмотрим, может, и на обед напросимся.
邱先生说。	В общем, командуй!
“赵，你饶了人家老李吧，何苦呢，人家怪老实的！”	Господин У рассказал об этом Чжан Дагэ.
吴先生沉着气说。	Чжан Дагэ засмеялся, но ничего не ответил.
吴先生直着腰板，饭碗大的拳头握着枝羊毫，写着酱肘子体的字，脸上通红，心中一团正气。	Он помогал друзьям, это верно, но из-за одного обижать остальных не входило в его планы.
是的，吴先生是以正直自夸的，非常的正直，甚至于把自己不正直的行为也视为正直。	Сяо Чжао обещал ему достать несколько тонн угля ' на зиму, на каждой тонне он сэкономит самое малое три-четыре юаня, зачем же досаждать Сяо Чжао?
小赵是他的亲戚，他的位置是小赵给运动的，可是没把小赵放在眼里，因为自己正直。	Он, конечно, мог пойти на это… Бог с ним, с углем.
前者因为要纳妾，被小赵扩大的宣传，弄到吴太太耳中，差点没给吴先生的耳朵咬下一个来，所以更看不起小赵。	Но как обидеть человека?… Да и уголь на дороге не валяется.
小赵也确是有些怕吴先生；那一对拳头！	4 Итак, надо не обидеть Сяо Чжао и в то же время приготовить все к приезду Лао Ли.
赵科员不言语了，心中盘算好怎样等老李回来，怎样暗中跟着他，看他在哪里住，而后怎样约会同事的们——不要老吴，而且先瞪他一眼——去瞧一眼，或者应说去打个茶围。	И Чжан Дагэ отправился смотреть снятый для Лао Ли дом, в переулке Кирпичной пагоды, недалеко от трамвайной остановки и от рынка.
邱先生是个好人，不过有点苦闷，所以对此事特别的热心，过来和小赵嘀咕：“大家合伙买二斤茶叶，瞧她一眼，还弄老李一顿饭吃；你的司令。”	Здесь тише, чем в переулке Боевых коней и Полного изобилия, и чище, чем в переулке Больших дворов: жить здесь очень удобно, особенно служащим финансового управления.
吴先生把这个事告诉了张大哥。	Во дворе три дома.
张大哥笑了一笑，没说什么。	Чжан Дагэ снял для Лао Ли пять комнат.
张大哥热心为朋友办事是真的，但是为朋友而得罪另一朋友，不便。	Остальные комнаты занимали хозяева.
张大哥冬季的几吨煤是由小赵假公济私运来的——一吨可以省着三四块钱——似乎不必得罪小赵。	Свежевыкрашенный дом сверкал, только крыша протекала.
即使得罪了小赵，除了少烧几吨便宜煤，也倒没多大的关系；可是得罪人到底是得罪人，况且便宜煤到底是便宜煤。 四	Чжан Дагэ точно знал, что с тех самых пор, как женщины начали стричь волосы, крыши пекинских домов стали течь.
不过，不得罪小赵是一件事，为老李预备一切又是一件事。 张大哥又到给老李租好的房子看了一番。	Поэтому, когда снимаешь дом, нужно прежде всего упирать на это обстоятельство.
房子是在砖塔胡同，离电车站近，离市场近，而胡同里又比兵马司和丰盛胡同清静一些，比大院胡同整齐一些，最宜于住家——指着科员们说。	Глядишь - хозяин и снизит на юань-другой квартирную плату.
三合房，老李住北房五间，东西屋另有人住。	Каждый месяц экономия в два юаня.
新房，油饰得出色，就是天生来的房顶爱漏水。	А пойдет дождь, можно раскрыть зонт.
张大哥晓得自从女子剪发以后，北平的新房都有漏水的天性，所以一租房的时候，就先向这肉嫩的地方指了一刀，结果是减少了两块钱的房租；每月省两圆，自然可以与下雨在屋里打伞的劳苦相抵；况且漏水与塌房还相距甚远，不必过虑。	В конечном счете «крыша течет» и «крыша валится на голову» далеко не одно и то же. Стоит ли тревожиться?
张大哥到屋里又看了一遍。	Чжан Дагэ вошел в дом.
屋里有点酦面味。	Пахло перекисшим тестом.
遍地是烂纸，破袜子，还有两个旧油篓，和四五个美丽烟的空筒——都没有盖，好像几只大眼睛替房东看着房。	Везде валялись обрывки бумаги, старые носки, корзинки из-под масла, пустые сигаретные коробки.
窗户在秋天并没糊过，只把冷布的纸帘好歹的粘上。	Эти коробки походили на огромные глаза, стерегущие дом.
玻璃上抹着各样的黑道，纸棚上好几个窟窿，有一两处垂着纸片，似乎与地上的烂纸遥相呼应。	Осенью окон не заклеивали, вешали лишь бумажные занавески.
张大哥心中有点不痛快，并不是要责备由这个屋里搬走的人们，而是想起自己那两处吃租的小房——人们搬家的时候也是这样毁坏，租房住的人和老鼠似乎是亲戚！	Стекла грязные, в потолке дыры, откуда-то сверху свисают клочья бумаги, они словно перекликаются с теми, которыми завален пол.
窗户当然要从新糊过；棚？	Чжан Дагэ приуныл.
似乎不必管。 墙上不少照片与对联的痕迹，四围灰黄，整整齐齐的几个方的与长的白印儿；也不必管，老李还能没些照片与对联？	Он не то чтобы сердился на тех, кто жил здесь прежде, а просто вспомнил два собственных дома, которые также сдавал в аренду.
照原来的白印儿挂上就行。	Выезжая, жильцы всегда оставляли после себя такой разгром!
张大哥以为没有照片与对联的不能算作“文明”人。	Все эти постояльцы, видимо, сродни крысам!
把这些计划好，张大哥立在当中的那一间，左右一打眼，心中立刻浮出个具体的设计：当中作客厅，一张八仙桌，四把椅子。	Окна, разумеется, надо заклеить, но что делать с потолком?
东西两间每间一张桌，一把椅；太少点！	Пусть так и остается.
	Следы от фотографий и парных надписей [[17]: #_ednref17 Парные надписи - пожелания, часто написанные в форме двустиший; служат украшением, вешаются на стену.], квадратные или продолговатые, - тоже пусть остаются.
	Неужели у Лао Ли не найдется нескольких фотографий и парных надписей?
暂时将就吧；不，客厅也来两把椅子吧。	Вот и повесит их на эти места.
	По мнению Чжан Дагэ, у всякого культурного человека должны быть надписи и фотографии.
	Размышляя, Чжан Дагэ остановился в средней комнате, и вдруг его осенило: «Эта комната будет гостиной, здесь надо поставить «стол восьми бессмертных» [[18]: #_ednref18 «Стол восьми бессмертных» - круглый стол на восемь человек.] и четыре стула, а в остальные комнаты по столу и стулу.
东间作书房，呕，没有书架子呀！	Мебели, конечно, маловато, но пока сойдет.
老李是爱买书的人——傻瓜！	Хотя нет, в гостиную нужно еще два стула.
每月把书费省下，有几年的工夫能买一处小房，信不信？	Кабинет будет в комнате, которая выходит на восток. О!
还得给他去弄个书架子！	Нет же книжных полок, а Лао Ли так любит книги.
西间放那个衣橱。	Вот дурак!
东西套间：一间卧室，一间厨房；床是有了，厨房还短着案子。	Меньше тратил бы денег на книги, так через несколько лет смог бы купить небольшой дом.
还显着太简单！	Уверяю вас.
科员的家里是简单不得的！	Значит, нужно не забыть о книжных полках.
	В комнату, выходящую на запад, поставим комод, а в боковых устроим спальню и кухню.
不过，挂上些照片与对联也许稍微好些；况且堂屋还得安洋炉子。	Кровать есть, а вот в кухню нужен стол.
张大哥立刻看看后檐墙有出洋炉烟管子的圆孔没有。	Обстановка простая, проще не бывает.
有个碟子大的圆洞，糊着张纸，四围有些烟迹，像被黑云遮住的月亮。	Но фотографии и парные надписи немного украсят; в гостиную нужна печка.
	Чжан Дагэ стал искать дымоход и увидел огромную дыру, заклеенную бумагой с пятнами сажи, она напоминала луну, плавающую в облаках.
心中平安了许多；冬天不用洋炉子，不“文明”！	Чжан Дагэ успокоился: с печкой как-то «культурнее».
计划好一切，终于觉得东西太少。	В конце концов Чжан Дагэ решил, что в доме многого не хватает.
可是，虽然同是科员，老李究竟是乡下人，这便又差一事了；乡下人还懂得哪叫四衬，哪叫八稳？	Но Лао Ли - человек деревенский, хоть и служит в управлении финансов, а что деревенские смыслят в красоте и комфорте?
有好桌子也是让那对乡下孩子给抹个乱七八糟。	Поставь сюда хорошие столы, так детишки вмиг их обдерут, не узнаешь.
好了，只须去找裱糊匠来糊窗子，和打扫打扫地上。	Вот за оклейщиком стоит сходить, пусть приведет в порядок окна, и мусор надо вымести.
得，就是它！	Так и сделаем!
张大哥出来，从新端详了街门一番。	Чжан Дагэ вышел, снова оглядел ворота.
不错，小洋式门，上面有两个洋灰堆成的狮子，虽然不十分像狮子，可是有几分像哈吧狗呢，就算手艺不错。	Ворота как ворота - небольшие, сверху - два льва, правда, на львов они не очень похожи, но за болонок вполне сойдут, а сделаны, в общем, неплохо.
两狮之间，有个碟子大小的八卦。	Между львами - священный восьмигранник величиной с тарелку.
狮子与八卦联合起来，力量颇足以抵得住一对门神爷。	Вполне достаточно, чтобы отвадить нечистую силу.
张大哥很满意。	Чжан Дагэ остался доволен.
“文明”房必须有洋式门，门上必须有洋灰狮子；况且还有八卦！	Каждый «культурный» дом должен иметь именно такие ворота со львами и восьмигранником!
张大哥马上去找裱糊匠，熟人，不用讲价钱；或者应说裱糊匠不用讲价钱，因为张大哥没等他张嘴，已把价钱定好。	Чжан Дагэ не мешкая отправился за знакомым оклейщиком, с которым не надо было торговаться.
	Не торговался особенно оклейщик потому, что не успевал рот раскрыть, как Чжан Дагэ называл цену.
作也得作，不作也得作，糊窗户是苦买卖，可是裱糊喜棚呢，糊冥衣呢，不能不拉这些生意。	И оклейщик готов был сделать не только то, что нужно, но и чего совсем не требовалось.
凡是张大哥为媒的婚事，自然张大哥也给介绍裱糊匠；不幸新娘或新郎不等白头到老便死去一位呢，张大哥少不得又给张罗糊冥表——裱糊匠是在张大哥手心里呢！	Оклеивать окна - нелегкий труд, но если хочешь оклеивать свадебные пристройки, клеить бумажные платья, которые сжигают на могилах умерших, не откажешься и от этой работы.
说好了怎样糊窗户，张大哥就手打听金银箔现在卖多少钱一刀，和纸人的粉脸长了价钱没有。	Когда бы Чжан Дагэ ни устраивал свадьбу, он, конечно, рекомендовал оклейщика.
	А если случалось, что жених или невеста умирали, не дожив до седых волос, Чжан Дагэ приходилось заботиться и о бумажном платье.
张大哥对事事要有个底稿，用不着不要紧，备而不用，切莫用而不备。	Таким образом, оклейщик полностью зависел от Чжан Дагэ.
	Договариваясь об окнах, Чжан Дагэ заодно узнавал, в какой цене бутафорские деньги, которые тоже сжигают на могилах, и сколько стоят бумажные маски.
五点多了，张大哥必须回家了。	Надо иметь представление обо всем.
	Не важно, что сейчас это не требуется, лучше знать больше, чем меньше.
到四牌楼买了只酱鸡，回家请请夫人。	Было уже больше пяти.
	Пора возвращаться домой» Чжан Дагэ зашел на Северо-западный рынок и купил курицу в соевом соусе.
心里想：那条棉裤她大概快给作成了，总得买只鸡犒劳犒劳她。	Пусть жена полакомится - она шьет ему ватные штаны.
其实，她要是会打毛绳裤子，还真用不着作棉的；赶明儿请孙太太来教教她。	Лучше бы, конечно, она связала шерстяные рейтузы, но она не умеет.
一条毛绳裤，买，得七八块钱；自己打，两磅绳子——不，用不了，一磅半足够；就说两磅吧，两块八加两块八，五块六。	Надо завтра же пригласить госпожу Сунь, пусть научит ее вязать.
	В магазине рейтузы стоят семь-восемь юаней, а если самой вязать, на них пойдет фунта два ниток, даже меньше, полтора: ну пусть два, два юаня восемь мао плюс два юаня восемь мао, это пять юаней шесть мао, - таким образом, можно сэкономить три юаня [[19]: #_ednref19 Юань - основная денежная единица в Китае.
省小三块子！	Один юань -десять мао (цзяо) или сто фэней.]… Непременно надо пригласить госпожу Сунь, пусть научит жену вязать, а то, когда он уходит на работу, жена сидит без дела, а это до добра не доводит.
请孙太太教教她，反正我上衙门，她没事作，闲着也是闲着。	Женщина должна многое уметь, а не умеет, пусть учится.
	Чжан Дагэ взглянул на курицу, завернутую в лотосовые листья, - ничего, крупная.
叫太太闲着，不近情理。	Жаль, дочка не вернулась, всем бы хватило.
老夫老妻的，总得叫太太多学本事。	Дочери девятнадцать, пора думать о помолвке.
张大哥看了看手中的荷叶包：酱鸡个子真不小，女儿也不回来！	А то поступит после школы в институт, проку никакого, одни расходы.
	Когда кончит школу, ей будет уже двадцать, потом четыре года в институте - двадцать четыре; после окончания надо поработать два года - иначе, считай, напрасно потратили деньги на учение.
一家子吃也不至于不够。	К тому, времени ей стукнет двадцать шесть.
女儿十八了，该定亲了。	Двадцать шесть!
